id,name,old_tabs,new_tabs,changed,rationale,confidence
30384,"Crystal blessing","Melee,Misc","Mage,Melee,Misc",yes,"Ammo-slot blessing extending crystal-armour bonus to all melee + magic powered weapons -> Mage, Melee, Misc; added Mage (flagged).",medium
30386,"Sunlit bracers","Melee,Misc","Melee,Misc",no,"Grid Master tribrid gloves (double-heal) -> Melee, Misc as tagged (all-style accessory; Mage/Range flagged).",medium
30388,"Thunder khopesh","Melee","Melee",no,"Grid Master melee sword -> Melee.",high
30390,"Nature's reprisal","Melee,Misc","Mage,Melee,Misc,Range",yes,"Multi-Style 2h weapon attacking with all three styles -> Mage, Melee, Range, Misc; added Mage/Range (flagged, tri-style weapon).",medium
30392,"Nature's reprisal (uncharged)","Melee,Misc","Mage,Melee,Misc,Range",yes,"Multi-Style 2h weapon attacking with all three styles -> Mage, Melee, Range, Misc; added Mage/Range (flagged, tri-style weapon).",medium
30393,"Asgarnia echo orb","Misc","Misc",no,"Leagues boss-challenge unlock orb -> Misc.",high
30394,"Desert echo orb","Misc","Misc",no,"Leagues boss-challenge unlock orb -> Misc.",high
30395,"Fremennik echo orb","Misc","Misc",no,"Leagues boss-challenge unlock orb -> Misc.",high
30396,"Kandarin echo orb","Misc","Misc",no,"Leagues boss-challenge unlock orb -> Misc.",high
30397,"Morytania echo orb","Misc","Misc",no,"Leagues boss-challenge unlock orb -> Misc.",high
30398,"Tirannwn echo orb","Misc","Misc",no,"Leagues boss-challenge unlock orb -> Misc.",high
30399,"Wilderness echo orb","Misc","Misc",no,"Leagues boss-challenge unlock orb -> Misc.",high
30400,"Kourend echo orb","Misc","Misc",no,"Leagues boss-challenge unlock orb -> Misc.",high
30401,"Varlamore echo orb","Misc","Misc",no,"Leagues boss-challenge unlock orb -> Misc.",high
30402,"Raids megarare voucher","Misc","Misc",no,"Leagues raid-megarare redemption voucher -> Misc.",high
30404,"Raging echoes hat (t1)","Cosmetics","Cosmetics",no,"Leagues V Relic Hunter cosmetic outfit -> Cosmetics.",high
30406,"Raging echoes top (t1)","Cosmetics","Cosmetics",no,"Leagues V Relic Hunter cosmetic outfit -> Cosmetics.",high
30408,"Raging echoes robeskirt (t1)","Cosmetics","Cosmetics",no,"Leagues V Relic Hunter cosmetic outfit -> Cosmetics.",high
30410,"Raging echoes boots (t1)","Cosmetics","Cosmetics",no,"Leagues V Relic Hunter cosmetic outfit -> Cosmetics.",high
30412,"Raging echoes hat (t2)","Cosmetics","Cosmetics",no,"Leagues V Relic Hunter cosmetic outfit -> Cosmetics.",high
30414,"Raging echoes top (t2)","Cosmetics","Cosmetics",no,"Leagues V Relic Hunter cosmetic outfit -> Cosmetics.",high
30416,"Raging echoes robeskirt (t2)","Cosmetics","Cosmetics",no,"Leagues V Relic Hunter cosmetic outfit -> Cosmetics.",high
30418,"Raging echoes boots (t2)","Cosmetics","Cosmetics",no,"Leagues V Relic Hunter cosmetic outfit -> Cosmetics.",high
30420,"Raging echoes hat (t3)","Cosmetics","Cosmetics",no,"Leagues V Relic Hunter cosmetic outfit -> Cosmetics.",high
30422,"Raging echoes top (t3)","Cosmetics","Cosmetics",no,"Leagues V Relic Hunter cosmetic outfit -> Cosmetics.",high
30424,"Raging echoes robeskirt (t3)","Cosmetics","Cosmetics",no,"Leagues V Relic Hunter cosmetic outfit -> Cosmetics.",high
30426,"Raging echoes boots (t3)","Cosmetics","Cosmetics",no,"Leagues V Relic Hunter cosmetic outfit -> Cosmetics.",high
30428,"Raging echoes cane","Cosmetics","Cosmetics",no,"Leagues V Relic Hunter cosmetic cane -> Cosmetics.",high
30430,"Raging echoes banner","Cosmetics","Cosmetics",no,"Leagues V cosmetic banner -> Cosmetics.",high
30432,"Echo venator bow ornament kit","Cosmetics,Range","Cosmetics",yes,"Cosmetic recolour kit for the venator bow -> Cosmetics; dropped Range (kit is not the gear).",medium
30434,"Echo venator bow","Cosmetics,Range","Cosmetics,Range",no,"Recoloured venator bow (Ranged weapon) -> Range, Cosmetics.",high
30436,"Echo venator bow (uncharged)","Cosmetics,Range","Cosmetics,Range",no,"Recoloured venator bow (Ranged weapon) -> Range, Cosmetics.",high
30437,"Echo virtus mask","Cosmetics,Mage","Cosmetics,Mage",no,"Recoloured Virtus magic mask -> Mage, Cosmetics.",high
30439,"Echo virtus robe top","Cosmetics,Mage","Cosmetics,Mage",no,"Recoloured Virtus magic robe -> Mage, Cosmetics.",high
30441,"Echo virtus robe bottom","Cosmetics,Mage","Cosmetics,Mage",no,"Recoloured Virtus magic robe -> Mage, Cosmetics.",high
30443,"Echo virtus ornament kit","Cosmetics,Mage","Cosmetics",yes,"Cosmetic recolour kit for Virtus robes -> Cosmetics; dropped Mage (kit is not the gear).",medium
30445,"Echo ahrim's hood","Cosmetics,Mage","Cosmetics,Mage",no,"Recoloured Ahrim's magic hood -> Mage, Cosmetics.",high
30447,"Echo ahrim's robetop","Cosmetics,Mage","Cosmetics,Mage",no,"Recoloured Ahrim's magic robe -> Mage, Cosmetics.",high
30449,"Echo ahrim's robeskirt","Cosmetics,Mage","Cosmetics,Mage",no,"Recoloured Ahrim's magic robe -> Mage, Cosmetics.",high
30451,"Echo ahrim's ornament kit","Cosmetics,Mage","Cosmetics",yes,"Cosmetic recolour kit for Ahrim's robes -> Cosmetics; dropped Mage (kit is not the gear).",medium
30453,"Echo home teleport scroll","Cosmetics","Cosmetics",no,"Home Teleport animation override (cosmetic) -> Cosmetics.",high
30455,"Raging echoes death scroll","Cosmetics","Cosmetics",no,"Death animation override (cosmetic) -> Cosmetics.",high
30457,"Raging echoes npc contact scroll","Cosmetics","Cosmetics",no,"NPC Contact animation override (cosmetic) -> Cosmetics.",high
30459,"Raging echoes nexus scroll","Construction,Cosmetics","Cosmetics",yes,"Cosmetic recolour for the POH nexus -> Cosmetics; dropped Construction (skin, not the build) per ornament-kit rule (flagged).",medium
30461,"Raging echoes portal scroll","Construction,Cosmetics","Cosmetics",yes,"Cosmetic recolour for the POH portal -> Cosmetics; dropped Construction (skin, not the build) per ornament-kit rule (flagged).",medium
30465,"Raging echoes dragon trophy","Cosmetics","Cosmetics",no,"Leagues V participation trophy (cosmetic) -> Cosmetics.",high
30467,"Raging echoes rune trophy","Cosmetics","Cosmetics",no,"Leagues V participation trophy (cosmetic) -> Cosmetics.",high
30469,"Raging echoes adamant trophy","Cosmetics","Cosmetics",no,"Leagues V participation trophy (cosmetic) -> Cosmetics.",high
30471,"Raging echoes mithril trophy","Cosmetics","Cosmetics",no,"Leagues V participation trophy (cosmetic) -> Cosmetics.",high
30473,"Raging echoes steel trophy","Cosmetics","Cosmetics",no,"Leagues V participation trophy (cosmetic) -> Cosmetics.",high
30475,"Raging echoes iron trophy","Cosmetics","Cosmetics",no,"Leagues V participation trophy (cosmetic) -> Cosmetics.",high
30477,"Raging echoes bronze trophy","Cosmetics","Cosmetics",no,"Leagues V participation trophy (cosmetic) -> Cosmetics.",high
30479,"Present box hat","Cosmetics","Cosmetics",no,"2024 Christmas event cosmetic -> Cosmetics.",high
30487,"Dog disguise","Cosmetics","Cosmetics",no,"2024 Christmas event cosmetic -> Cosmetics.",high
30489,"Festive scarf","Cosmetics","Cosmetics",no,"2024 Christmas event cosmetic -> Cosmetics.",high
30491,"Dog boots","Cosmetics","Cosmetics",no,"2024 Christmas event cosmetic -> Cosmetics.",high
30493,"Invitations","Cosmetics","Cosmetics",no,"2024 Christmas event item -> Cosmetics.",high
30554,"Raging echoes rug","Construction,Cosmetics","Construction,Cosmetics",no,"POH build item (Leagues reward) -> Construction, Cosmetics.",high
30557,"Raging echoes curtains","Construction,Cosmetics","Construction,Cosmetics",no,"POH build item (Leagues reward) -> Construction, Cosmetics.",high
30560,"Raging echoes scrying pool scroll","Construction,Cosmetics","Cosmetics",yes,"Cosmetic recolour for the POH scrying pool -> Cosmetics; dropped Construction (skin, not the build) per ornament-kit rule (flagged).",medium
30563,"Raging echoes spirit tree scroll","Construction,Cosmetics","Cosmetics",yes,"Cosmetic recolour for the POH spirit tree -> Cosmetics; dropped Construction (skin, not the build) per ornament-kit rule (flagged).",medium
30568,"Echo ahrim's staff","Cosmetics,Mage","Cosmetics,Mage",no,"Recoloured Ahrim's magic staff -> Mage, Cosmetics.",high
30576,"Bounty supply crate","Misc","Misc",no,"Unobtainable BH supply crate -> Misc.",high
30579,"Collection log","Cosmetics","Cosmetics",no,"Bronze collection log book (cosmetic display) -> Cosmetics.",high
