id,name,old_tabs,new_tabs,changed,rationale,confidence
27279,"Thread of elidinis","Crafting,Mage","Crafting,Mage",no,"ToA reward; used with 75 Crafting to make the divine rune pouch (Mage) -> Crafting, Mage.",high
27281,"Divine rune pouch","Mage,Runecraft,Slayer","Mage",yes,"Holds runes for spellcasting -> Mage; drop Runecraft/Slayer.",medium
27283,"Breach of the scarab","Melee,Slayer","Melee,Slayer",no,"ToA jewel making the keris partisan of breaching (Kalphite/Scabarite slayer bonus) -> Melee, Slayer.",high
27285,"Eye of the corruptor","Melee,Quests","Melee",yes,"ToA jewel for a melee partisan -> Melee; drop Quests (not a quest item).",medium
27287,"Keris partisan of corruption","Melee,Slayer","Melee,Slayer",no,"Keris melee partisan (Kalphite/Scabarite bonus) -> Melee, Slayer.",high
27289,"Jewel of the sun","Melee,Quests","Melee",yes,"ToA jewel for a melee partisan -> Melee; drop Quests (not a quest item).",medium
27291,"Keris partisan of the sun","Melee,Slayer","Melee,Slayer",no,"Keris melee partisan (Kalphite/Scabarite bonus) -> Melee, Slayer.",high
27293,"Cache of runes","Mage,Misc","Mage,Misc",no,"ToA reward cache of runes (Magic) -> Mage; loot cache -> Misc.",medium
27295,"Water container","Misc","Misc",no,"ToA Path of Crondis puzzle item -> Misc.",high
27296,"Mirror","Misc","Misc",no,"ToA Path of Het puzzle item -> Misc.",high
27297,"Neutralising potion","Misc","Misc",no,"ToA Path of Apmeken puzzle item -> Misc.",high
27298,"Maisa's message","Quests","Quests",no,"Into the Tombs miniquest start item -> Quests.",high
27299,"Antique lamp","Quests","Quests",no,"Into the Tombs miniquest reward XP lamp -> Quests.",high
27300,"Akila's journal","Quests","Quests",no,"Into the Tombs miniquest journal -> Quests.",high
27302,"Het's capture","Misc","Misc",no,"ToA boss-drop lore book -> Misc.",high
27304,"Apmeken's capture","Misc","Misc",no,"ToA boss-drop lore book -> Misc.",high
27306,"Scabaras' capture","Misc","Misc",no,"ToA boss-drop lore book -> Misc.",high
27308,"Crondis' capture","Misc","Misc",no,"ToA boss-drop lore book -> Misc.",high
27310,"The wardens","Misc","Misc",no,"ToA boss-drop lore book -> Misc.",high
27312,"The jackal's torch","Misc","Misc",no,"ToA lore book -> Misc.",high
27314,"Supplies","Misc","Misc",no,"ToA Nexus secondary supply storage -> Misc.",high
27315,"Nectar (4)","Herblore,Melee","Herblore,Melee",no,"ToA supply healing consumable -> Herblore, Melee (ToA-supply-consumable family flagged).",medium
27317,"Nectar (3)","Herblore,Melee","Herblore,Melee",no,"ToA supply healing consumable -> Herblore, Melee.",medium
27319,"Nectar (2)","Herblore,Melee","Herblore,Melee",no,"ToA supply healing consumable -> Herblore, Melee.",medium
27321,"Nectar (1)","Herblore,Melee","Herblore,Melee",no,"ToA supply healing consumable -> Herblore, Melee.",medium
27323,"Silk dressing (2)","Melee","Melee",no,"ToA supply heal-over-time consumable -> Melee (ToA-supply family flagged).",medium
27327,"Tears of elidinis (4)","Herblore,Melee,Prayer","Herblore,Melee,Prayer",no,"ToA supply combat+prayer restore -> Herblore, Melee, Prayer.",medium
27329,"Tears of elidinis (3)","Herblore,Melee,Prayer","Herblore,Melee,Prayer",no,"ToA supply combat+prayer restore -> Herblore, Melee, Prayer.",medium
27331,"Tears of elidinis (2)","Herblore,Melee,Prayer","Herblore,Melee,Prayer",no,"ToA supply combat+prayer restore -> Herblore, Melee, Prayer.",medium
27333,"Tears of elidinis (1)","Herblore,Melee,Prayer","Herblore,Melee,Prayer",no,"ToA supply combat+prayer restore -> Herblore, Melee, Prayer.",medium
27335,"Blessed crystal scarab (2)","Prayer","Prayer",no,"ToA supply prayer-restore consumable -> Prayer.",medium
27339,"Liquid adrenaline (2)","Melee,Misc","Melee,Misc",no,"ToA supply special-attack-cost reducer -> Melee, Misc.",medium
27341,"Liquid adrenaline (1)","Melee,Misc","Melee,Misc",no,"ToA supply special-attack-cost reducer -> Melee, Misc.",medium
27343,"Smelling salts (2)","Herblore,Melee","Herblore,Melee",no,"ToA supply combat boost -> Herblore, Melee.",medium
27347,"Ambrosia (2)","Herblore,Melee,Prayer","Herblore,Melee,Prayer",no,"ToA supply restore/boost + cure -> Herblore, Melee, Prayer.",medium
27349,"Ambrosia (1)","Herblore,Melee,Prayer","Herblore,Melee,Prayer",no,"ToA supply restore/boost + cure -> Herblore, Melee, Prayer.",medium
27351,"Honey locust","Melee,Prayer","Melee,Prayer",no,"ToA failure food (heal + prayer + combat restore) -> Melee, Prayer.",medium
27352,"Tumeken's guardian","Cosmetics","Cosmetics",no,"ToA (raid) pet -> Cosmetics (combat-raid pets get no skill tab).",high
27355,"Masori armour set (f)","Range","Range",no,"GE Ranged armour set placeholder -> Range.",high
27358,"Tome of fire","Mage,Misc","Mage,Misc",no,"LMS-exclusive Magic offhand tome -> Mage, Misc.",medium
27363,"Masori assembler max cape","Cosmetics,Range","Cosmetics,Range",no,"Ranged ammo-saving max cape (Masori-recoloured) -> Range, Cosmetics.",high
