id,name,old_tabs,new_tabs,changed,confidence,rationale,approved,comments
11118,Combat bracelet(4),"Melee,Misc,Slayer","Melee,Range,Mage,Teleports",yes,medium,ENCHANTED-JEWELLERY RULE: classify enchanted item by function. All-style combat bonuses + teleports to combat guilds.,Yes,
11976,Amulet of glory(5),"Melee,Misc","Melee,Range,Mage,Teleports",yes,medium,All-style combat amulet + teleports; +3 prayer incidental.,Yes,
11980,Ring of wealth (5),Misc,"Teleports,Misc",yes,medium,Teleport charges + drop-luck utility.,Yes,
11095,Abyssal bracelet(5),"Crafting,Mage,Runecraft",Runecraft,yes,medium,Enchanted; function = Abyss safety (Runecraft). Crafting belongs to unenchanted base; Mage dropped (no magic stats).,Yes,
11107,Skills necklace(3),"Misc,Slayer",Teleports,yes,high,Teleport necklace to skilling guilds.,Yes,
11190,Digsite pendant (1),Misc,Teleports,yes,high,Teleport jewellery (Digsite/Fossil Island).,Yes,
11074,Bracelet of clay,"Crafting,Mining + Smithing",Mining + Smithing,yes,medium,Enchanted; function = mine soft clay. Crafting belongs to base bracelet.,Yes,
11088,Inoculation bracelet,"Mage,Misc,Quests",Misc,yes,medium,Enchanted disease-immunity bracelet (niche utility). Dropped Mage/Quests.,Yes,
12253,Armadyl robe top,"Cosmetics,Prayer","Cosmetics,Prayer",no,high,RESOLVED RULE confirm: functional prestige/Treasure-Trail gear KEEPS Cosmetics + functional tab.,Yes,
12490,Ancient bracers,"Cosmetics,Range","Cosmetics,Range",no,high,Blessed d'hide (prestige clue gear) keeps Cosmetics + Range.,Yes,
10386,Saradomin d'hide body,"Cosmetics,Range (source)",Range,yes,medium,"PENDING CORRECTION: I wrongly dropped Cosmetics here (and on IDs 10370-10474). Per resolved rule should be Cosmetics,Range. Confirm and I will restore Cosmetics across that range.",Yes pending resolution,
10440,Saradomin crozier,"Cosmetics,Mage,Prayer (source)","Mage,Prayer",yes,medium,"PENDING CORRECTION: should be Cosmetics,Mage,Prayer (Cosmetics wrongly dropped). Part of the 10370-10474 fix.",Yes pending resolution,
11936,Dark crab,"Fishing,Melee,Slayer","Cooking,Melee,Range,Mage,Slayer",yes,medium,HIGH-HEAL FOOD (>=12 HP): Cooking + all combat tabs. CONFIRM exact tab set (Slayer? Cooking included?).,Yes,
11776,Black mask (8) (i),"Melee,Slayer","Melee,Range,Mage,Slayer",yes,high,Imbued (i): on-task slayer bonus applies to all 3 combat styles.,Yes,
11865,Slayer helmet (i),"Melee,Slayer","Melee,Range,Mage,Slayer",yes,high,Imbued slayer helm: on-task bonus all 3 styles (per wiki).,Yes,
11866,Slayer ring (8),Slayer,"Slayer,Teleports",yes,high,Teleports to slayer locations + checks task.,Yes,
12017,Salve amulet(i),"Melee,Slayer","Melee,Range,Mage",yes,high,"Anti-UNDEAD all-style booster (not slayer-task), so no Slayer tab. Added Range/Mage.",Yes,
11686,Fire rune,"Mage,Misc",Mage,yes,medium,"MINIGAME-LOCKED FUNCTIONAL RULE: Barbarian Assault casting rune -> Mage (combat function), not Misc.",Yes,
11700,Bronze arrow,"Misc,Range",Range,yes,medium,"BA minigame arrow -> Range (combat function), dropped Misc.",Yes,
11719,Rune pickaxe (nz),"Melee,Misc",Melee,yes,medium,"NZ weapon vs Slagilith (doesn't mine) -> Melee, dropped Misc.",Yes,
11730,Overload (4),"Herblore,Melee,Misc","Melee,Range,Mage",yes,medium,NZ-only all-combat boost potion (not Herblore-brewable). Dropped Herblore/Misc.,Yes,
11734,Absorption (4),"Melee,Misc",Misc,yes,medium,NZ-only damage-absorption utility (no skill boost) -> Misc.,Yes,
11722,Super ranging (4),"Herblore,Range,Slayer",Range,yes,medium,"NZ-only Ranged-boost potion (not Herblore-brewable, not Slayer).",Yes,
11818,Godsword shard 1,"Melee,Mining + Smithing",Mining + Smithing,yes,medium,"SMITHING-PRECURSOR RULE: shards/blade smithed into godsword -> Mining+Smithing, not the downstream Melee weapon.",Yes,
11798,Godsword blade,"Melee,Mining + Smithing",Mining + Smithing,yes,medium,"Smithed from shards (80 Smithing), not wieldable.",Yes,
11810,Armadyl hilt,Melee,Melee,no,medium,Contrast: hilt is attached (no smithing) -> inherits the weapon's Melee tab.,Yes,
11286,Draconic visage,"Melee,Mining + Smithing",Mining + Smithing,yes,medium,Smithing material (90 Smithing) to make dragonfire shield; not wearable.,Yes,
