id,name,old_tabs,new_tabs,changed,rationale,confidence
12840,"Servant's skull","Cosmetics","Cosmetics",no,"2014 Halloween event item.",high
12841,"Hourglass","Cosmetics","Cosmetics",no,"2014 Halloween event item.",high
12842,"Scythe sharpener","Misc","Cosmetics",yes,"2014 Halloween event item; harmonized with other event items. Changed from Misc.",medium
12843,"Human eye","Cosmetics","Cosmetics",no,"2014 Halloween event item.",high
12844,"Voice potion","Cosmetics","Cosmetics",no,"2014 Halloween event item.",high
12845,"Grim reaper hood","Cosmetics","Cosmetics",no,"2014 Halloween event reward cosmetic.",high
12846,"Target teleport scroll","Mage,Misc","Mage",yes,"Unlocks a magic spell (Teleport to Target). Dropped Misc.",medium
12849,"Granite clamp","Cosmetics,Melee,Misc","Cosmetics",yes,"Cosmetic granite-maul recolour item. Dropped Melee/Misc.",high
12851,"Amulet of the damned (full)","Melee","Melee,Range,Mage",yes,"All-style combat amulet (glory stats) buffing all Barrows. Added Range/Mage.",medium
12854,"Flamtaer bag","Construction,Misc","Misc",yes,"Shades of Mort'ton minigame supply bag. Dropped Construction.",medium
12855,"Hunter's honour","Cosmetics","Cosmetics",no,"Bounty Hunter cosmetic hat.",high
12856,"Rogue's revenge","Cosmetics","Cosmetics",no,"Bounty Hunter cosmetic hat.",high
12857,"Olive oil pack","Herblore,Slayer","Herblore",yes,"Herblore secondary pack. Dropped spurious Slayer.",high
12859,"Eye of newt pack","Herblore,Slayer","Herblore",yes,"Herblore secondary pack. Dropped spurious Slayer.",high
12861,"Thanksgiving dinner","Cosmetics","Cosmetics",no,"Discontinued Thanksgiving event food.",high
12863,"Dwarf cannon set","Misc,Range","Misc,Range",no,"GE bundle of dwarf cannon parts (ranged-damage deployable).",medium
12865,"Green dragonhide set","Range","Range",no,"GE bundle of green d'hide ranged armour.",high
12867,"Blue dragonhide set","Range","Range",no,"GE bundle of blue d'hide ranged armour.",high
12869,"Red dragonhide set","Crafting,Range","Range",yes,"GE bundle of red d'hide ranged armour; harmonized with other sets. Dropped Crafting.",medium
12871,"Black dragonhide set","Range","Range",no,"GE bundle of black d'hide ranged armour.",high
12873,"Guthan's armour set","Melee","Melee",no,"GE bundle of Guthan's (melee Barrows) set.",high
12875,"Verac's armour set","Melee","Melee",no,"GE bundle of Verac's (melee Barrows) set.",high
12877,"Dharok's armour set","Melee","Melee",no,"GE bundle of Dharok's (melee Barrows) set.",high
12879,"Torag's armour set","Melee","Melee",no,"GE bundle of Torag's (melee Barrows) set.",high
12881,"Ahrim's armour set","Mage","Mage",no,"GE bundle of Ahrim's (magic Barrows) set.",high
12883,"Karil's armour set","Range","Range",no,"GE bundle of Karil's (ranged Barrows) set.",high
12885,"Jar of sand","Cosmetics","Misc",yes,"KQ boss collectible (no skill function). Changed from Cosmetics.",medium
12887,"Santa mask","Cosmetics","Cosmetics",no,"Christmas event cosmetic.",high
12888,"Santa jacket","Cosmetics","Cosmetics",no,"Christmas event cosmetic.",high
12889,"Santa pantaloons","Cosmetics","Cosmetics",no,"Christmas event cosmetic.",high
12890,"Santa gloves","Cosmetics","Cosmetics",no,"Christmas event cosmetic.",high
12891,"Santa boots","Cosmetics","Cosmetics",no,"Christmas event cosmetic.",high
12892,"Antisanta mask","Cosmetics","Cosmetics",no,"Christmas event cosmetic.",high
12893,"Antisanta jacket","Cosmetics","Cosmetics",no,"Christmas event cosmetic.",high
12894,"Antisanta pantaloons","Cosmetics","Cosmetics",no,"Christmas event cosmetic.",high
12895,"Antisanta gloves","Cosmetics","Cosmetics",no,"Christmas event cosmetic.",high
12896,"Antisanta boots","Cosmetics","Cosmetics",no,"Christmas event cosmetic.",high
12897,"Antisanta's coal box","Cosmetics","Cosmetics",no,"Christmas event coal-box novelty.",high
12899,"Trident of the swamp","Mage","Mage",no,"Powered magic staff (78 Magic).",high
12900,"Uncharged toxic trident","Mage","Mage",no,"Uncharged powered magic staff.",high
12902,"Toxic staff (uncharged)","Mage","Mage",no,"Uncharged toxic staff of the dead (magic).",high
12904,"Toxic staff of the dead","Mage","Mage",no,"Bladed magic staff (+magic damage).",high
12905,"Anti-venom(4)","Herblore","Herblore",no,"Herblore venom/poison cure.",high
12907,"Anti-venom(3)","Herblore","Herblore",no,"Herblore venom/poison cure.",high
12909,"Anti-venom(2)","Herblore","Herblore",no,"Herblore venom/poison cure.",high
12911,"Anti-venom(1)","Herblore","Herblore",no,"Herblore venom/poison cure.",high
12913,"Anti-venom+(4)","Herblore,Melee,Slayer","Herblore",yes,"Venom/poison-immunity potion (resistance). Dropped Melee/Slayer.",high
12915,"Anti-venom+(3)","Herblore,Melee,Slayer","Herblore",yes,"Venom/poison-immunity potion. Dropped Melee/Slayer.",high
12917,"Anti-venom+(2)","Herblore,Melee,Slayer","Herblore",yes,"Venom/poison-immunity potion. Dropped Melee/Slayer.",high
12919,"Anti-venom+(1)","Herblore,Slayer","Herblore",yes,"Venom/poison-immunity potion. Dropped Slayer.",high
12921,"Pet snakeling","Cosmetics","Cosmetics",no,"Zulrah pet.",high
12922,"Tanzanite fang","Range,Slayer","Fletching",yes,"Fletched into toxic blowpipe (production-skill component). Dropped Range/Slayer.",medium
12926,"Toxic blowpipe","Range,Slayer","Range",yes,"Finished Range weapon, general use. Dropped Slayer.",high
12927,"Serpentine visage","Crafting,Slayer","Crafting",yes,"Chiselled into serpentine helm (production-skill component). Dropped Slayer.",medium
12929,"Serpentine helm (uncharged)","Melee,Slayer","Melee",yes,"Melee helm, general use. Dropped Slayer.",high
12931,"Serpentine helm","Melee,Slayer","Melee",yes,"Melee helm, general use. Dropped Slayer.",high
12932,"Magic fang","Mage,Quests,Slayer","Crafting",yes,"Chiselled into toxic staff/trident (production-skill component). Dropped Mage/Quests/Slayer.",medium
12934,"Zulrah's scales","Herblore,Quests,Range,Slayer","Herblore,Range",yes,"Anti-venom secondary + blowpipe charge/ammo. Dropped Quests/Slayer.",medium
12935,"Ohn's diary","Misc","Misc",no,"Readable Zul-Andra lore book.",high
12936,"Jar of swamp","Construction,Quests","Misc",yes,"Zulrah boss collectible; jar family -> Misc. Dropped Construction/Quests.",medium
12938,"Zul-andra teleport","Misc","Teleports",yes,"Consumable teleport scroll. Dropped Misc.",high
12954,"Dragon defender","Melee","Melee",no,"Melee defender.",high
12955,"Free to play starter pack","Misc","Misc",no,"JMod-spawned starter pack.",high
12956,"Cow top","Cosmetics","Cosmetics",no,"Birthday event cow-outfit cosmetic.",high
12957,"Cow trousers","Cosmetics","Cosmetics",no,"Birthday event cow-outfit cosmetic.",high
12958,"Cow gloves","Cosmetics","Cosmetics",no,"Birthday event cow-outfit cosmetic.",high
12959,"Cow shoes","Cosmetics","Cosmetics",no,"Birthday event cow-outfit cosmetic.",high
12960,"Bronze set (lg)","Melee,Misc","Melee",yes,"GE bundle of bronze melee armour. Dropped Misc.",high
12962,"Bronze set (sk)","Melee","Melee",no,"GE bundle of bronze melee armour.",high
12964,"Bronze trimmed set (lg)","Cosmetics,Melee","Cosmetics,Melee",no,"Trimmed bronze armour set.",high
12966,"Bronze trimmed set (sk)","Cosmetics,Melee","Cosmetics,Melee",no,"Trimmed bronze armour set.",high
12968,"Bronze gold-trimmed set (lg)","Cosmetics,Melee","Cosmetics,Melee",no,"Gold-trimmed bronze armour set.",high
12970,"Bronze gold-trimmed set (sk)","Cosmetics,Melee","Cosmetics,Melee",no,"Gold-trimmed bronze armour set.",high
12972,"Iron set (lg)","Melee,Misc","Melee",yes,"GE bundle of iron melee armour. Dropped Misc.",high
12974,"Iron set (sk)","Melee,Misc","Melee",yes,"GE bundle of iron melee armour. Dropped Misc.",high
12976,"Iron trimmed set (lg)","Cosmetics,Melee","Cosmetics,Melee",no,"Trimmed iron armour set.",high
12978,"Iron trimmed set (sk)","Cosmetics,Melee","Cosmetics,Melee",no,"Trimmed iron armour set.",high
12980,"Iron gold-trimmed set (lg)","Cosmetics,Melee","Cosmetics,Melee",no,"Gold-trimmed iron armour set.",high
12982,"Iron gold-trimmed set (sk)","Cosmetics,Melee","Cosmetics,Melee",no,"Gold-trimmed iron armour set.",high
12984,"Steel set (lg)","Melee,Misc","Melee",yes,"GE bundle of steel melee armour. Dropped Misc.",high
12986,"Steel set (sk)","Melee,Misc","Melee",yes,"GE bundle of steel melee armour. Dropped Misc.",high
12988,"Black set (lg)","Melee,Misc","Melee",yes,"GE bundle of black melee armour. Dropped Misc.",high
12990,"Black set (sk)","Melee,Misc","Melee",yes,"GE bundle of black melee armour. Dropped Misc.",high
12992,"Black trimmed set (lg)","Cosmetics,Melee","Cosmetics,Melee",no,"Trimmed black armour set.",high
12994,"Black trimmed set (sk)","Cosmetics,Melee","Cosmetics,Melee",no,"Trimmed black armour set.",high
12996,"Black gold-trimmed set (lg)","Cosmetics,Melee","Cosmetics,Melee",no,"Gold-trimmed black armour set.",high
12998,"Black gold-trimmed set (sk)","Cosmetics,Melee","Cosmetics,Melee",no,"Gold-trimmed black armour set.",high
13000,"Mithril set (lg)","Melee,Misc","Melee",yes,"GE bundle of mithril melee armour. Dropped Misc.",high
13002,"Mithril set (sk)","Melee,Misc","Melee",yes,"GE bundle of mithril melee armour. Dropped Misc.",high
13004,"Mithril trimmed set (lg)","Cosmetics,Melee","Cosmetics,Melee",no,"Trimmed mithril armour set.",high
13006,"Mithril trimmed set (sk)","Cosmetics,Melee","Cosmetics,Melee",no,"Trimmed mithril armour set.",high
13008,"Mithril gold-trimmed set (lg)","Cosmetics,Melee","Cosmetics,Melee",no,"Gold-trimmed mithril armour set.",high
