id,name,old_tabs,new_tabs,changed,rationale,confidence
4508,"Decorative sword","Melee,Misc","Cosmetics,Melee",yes,"A gold decorative Castle Wars reward melee weapon. Dropped Misc.",medium
4509,"Decorative armour","Melee,Misc","Cosmetics,Melee",yes,"Gold decorative Castle Wars reward melee armour. Dropped Misc.",medium
4510,"Decorative armour","Melee,Misc","Cosmetics,Melee",yes,"Gold decorative Castle Wars reward melee armour. Dropped Misc.",medium
4511,"Decorative helm","Melee,Misc","Cosmetics,Melee",yes,"A gold decorative Castle Wars reward melee helm. Dropped Misc.",medium
4512,"Decorative shield","Melee,Misc","Cosmetics,Melee",yes,"A gold decorative Castle Wars reward melee shield. Dropped Misc.",medium
4513,"Castlewars hood","Misc","Cosmetics",yes,"Shop-bought Castle Wars team hood, wearable cosmetically outside the game. Moved from Misc.",medium
4514,"Castlewars cloak","Misc","Cosmetics",yes,"Shop-bought Castle Wars team cloak, wearable cosmetically outside the game. Moved from Misc.",medium
4515,"Castlewars hood","Misc","Cosmetics",yes,"Shop-bought Castle Wars team hood, wearable cosmetically outside the game. Moved from Misc.",medium
4516,"Castlewars cloak","Misc","Cosmetics",yes,"Shop-bought Castle Wars team cloak, wearable cosmetically outside the game. Moved from Misc.",medium
4517,"Giant frog legs","Cooking","Cooking",no,"A food healing 6 (under 12) and a Creature Creation ingredient.",high
4522,"Oil lamp","Crafting,Woodcutting + Firemaking","Crafting,Woodcutting + Firemaking",no,"A glassblown light source lit via Firemaking.",medium
4525,"Empty oil lamp","Crafting,Woodcutting + Firemaking","Crafting,Woodcutting + Firemaking",no,"A glassblown light-source component in the Firemaking lamp chain.",medium
4527,"Empty candle lantern","Crafting,Woodcutting + Firemaking","Crafting,Woodcutting + Firemaking",no,"An incomplete light source in the Firemaking lantern chain.",medium
4529,"Candle lantern","Woodcutting + Firemaking","Woodcutting + Firemaking",no,"A finished Firemaking light source.",high
4535,"Empty oil lantern","Crafting,Woodcutting + Firemaking","Crafting,Woodcutting + Firemaking",no,"An incomplete light source (frame plus glass) in the Firemaking lantern chain.",medium
4537,"Oil lantern","Woodcutting + Firemaking","Woodcutting + Firemaking",no,"A finished Firemaking light source.",high
4540,"Oil lantern frame","Crafting,Mining + Smithing,Woodcutting + Firemaking","Crafting,Mining + Smithing,Woodcutting + Firemaking",no,"A smithed iron frame assembled into a Firemaking light source.",medium
4542,"Lantern lens","Crafting","Crafting",no,"A glassblown lens for the bullseye lantern.",high
4544,"Bullseye lantern (unf)","Crafting,Mining + Smithing,Woodcutting + Firemaking","Crafting,Mining + Smithing,Woodcutting + Firemaking",no,"A smithed steel frame plus glass lens in the Firemaking lantern chain.",medium
4546,"Bullseye lantern (empty)","Crafting,Woodcutting + Firemaking","Crafting,Woodcutting + Firemaking",no,"A lens-fitted light source awaiting fuel.",medium
4548,"Bullseye lantern","Woodcutting + Firemaking","Woodcutting + Firemaking",no,"The brightest finished Firemaking light source.",high
4551,"Spiny helmet","Melee,Slayer","Melee,Slayer",no,"Slayer-protective head armour for wall beasts with melee defence.",high
4557,"Telescope dummy","Quests","Misc",yes,"An unobtainable quest-reward-scroll interface item. Moved from Quests.",medium
4558,"Blue sweets","Cosmetics","Cosmetics",no,"Unobtainable Halloween holiday-event sweets.",medium
4559,"Deep blue sweets","Cosmetics","Cosmetics",no,"Unobtainable Halloween holiday-event sweets.",medium
4560,"White sweets","Cosmetics","Cosmetics",no,"Unobtainable Halloween holiday-event sweets.",medium
4562,"Red sweets","Cosmetics","Cosmetics",no,"Unobtainable Halloween holiday-event sweets.",medium
4563,"Green sweets","Cosmetics","Cosmetics",no,"Unobtainable Halloween holiday-event sweets.",medium
4564,"Pink sweets","Cosmetics","Cosmetics",no,"Unobtainable Halloween holiday-event sweets.",medium
4565,"Easter basket","Cosmetics","Cosmetics",no,"An Easter holiday emote reward.",high
4566,"Rubber chicken","Cosmetics","Cosmetics",no,"An Easter holiday novelty item.",high
4567,"Gold helmet","Melee,Quests","Mining + Smithing,Quests",yes,"Between a Rock... quest helmet, smithed and worn to access the Arzinian gold mine. Dropped Melee.",medium
4568,"Dwarven lore","Quests","Quests",no,"A Between a Rock... quest book.",high
4569,"Book page 1","Quests","Quests",no,"A Between a Rock... quest item.",high
4570,"Book page 2","Quests","Quests",no,"A Between a Rock... quest item.",high
4571,"Book page 3","Quests","Quests",no,"A Between a Rock... quest item.",high
4572,"Pages","Quests","Quests",no,"An unobtainable Between a Rock... combined-pages variant.",medium
4573,"Pages","Quests","Quests",no,"A Between a Rock... quest item.",high
4574,"Base schematics","Quests","Quests",no,"A Between a Rock... quest item.",high
4575,"Schematic","Quests","Quests",no,"A Between a Rock... quest item.",high
4576,"Schematics","Quests","Quests",no,"A Between a Rock... quest item.",high
4577,"Schematics","Quests","Quests",no,"A Between a Rock... quest item.",high
4578,"Schematic","Quests","Quests",no,"A Between a Rock... quest item.",high
4579,"Cannon ball","Quests","Quests",no,"A golden cannon ball for Dondakan's cannon in Between a Rock...",high
4580,"Black spear","Melee","Melee",no,"A two-handed melee spear.",high
4585,"Dragon plateskirt","Melee","Melee",no,"High-tier melee leg armour.",high
4587,"Dragon scimitar","Melee","Melee",no,"A melee weapon; Monkey-Madness-locked but used in general combat.",high
4589,"Keys","Quests","Quests",no,"A The Feud quest key.",high
4590,"Jewels","Quests","Quests",no,"A The Feud quest item.",high
4591,"Kharidian headpiece","Misc,Quests","Quests",yes,"A The Feud disguise component (combined with a fake beard). Dropped Misc.",medium
4593,"Fake beard","Quests","Quests",no,"A The Feud disguise component bought from Ali Morrisane.",high
4595,"Karidian disguise","Quests","Quests",no,"An unobtainable scrapped The Feud disguise item.",high
4597,"Note","Quests","Quests",no,"A The Feud burglary clue.",high
4598,"Note","Quests","Quests",no,"A The Feud safe-combination note.",high
4599,"Oak blackjack","Agility + Thieving,Melee","Agility + Thieving,Melee",no,"A blackjack: melee weapon and Thieving knockout-pickpocket tool.",high
4600,"Willow blackjack","Agility + Thieving,Melee","Agility + Thieving,Melee",no,"A blackjack: melee weapon and Thieving knockout-pickpocket tool.",high
4601,"Ugthanki dung","Quests","Quests",no,"A camel-dung quest item plus Camulet recharge.",high
4602,"Ugthanki dung","Quests","Quests",no,"A camel-dung quest item variant.",high
4603,"Receipt","Quests","Quests",no,"A The Feud camel-purchase receipt.",high
4604,"Hag's poison","Quests","Quests",no,"A The Feud poison made by Ali the Hag.",high
4605,"Snake charm","Quests","Quests",no,"A The Feud / Ratcatchers / Pyramid Plunder snake-luring item.",high
4606,"Snake basket","Quests","Quests",no,"A The Feud snake-storage quest item.",high
4607,"Snake basket full","Quests","Quests",no,"A filled The Feud snake basket.",high
4608,"Super kebab","Cooking,Melee","Cooking",yes,"A food healing 3+7% HP (under 12). Dropped Melee per 12+ heal rule.",high
4610,"Red hot sauce","Quests","Quests",no,"A The Feud / My Arm's quest item (kebab combine gives no XP).",medium
4611,"Desert disguise","Quests","Quests",no,"A The Feud disguise (fake beard + Kharidian headpiece).",high
4613,"Spinning plate","Cosmetics","Cosmetics",no,"A purely cosmetic Diango toy.",high
4614,"Broken plate","Misc","Misc",no,"An unobtainable cache item.",medium
4615,"Letter","Quests","Quests",no,"A The Golem quest item found in Uzer.",high
4616,"Varmen's notes","Quests","Quests",no,"A The Golem quest book.",high
4617,"Display cabinet key","Quests","Quests",no,"A The Golem pickpocketed museum key.",high
4618,"Statuette","Quests","Quests",no,"A The Golem quest statuette.",high
4619,"Strange implement","Quests","Quests",no,"A The Golem / Shadow of the Storm golem-head tool.",high
4620,"Black mushroom","Quests","Quests",no,"A quest item ground into black dye.",high
