id,name,old_tabs,new_tabs,changed,confidence,rationale,approved,comments
22097,Dragon metal shard,"Melee,Mining + Smithing,Slayer",Mining + Smithing,yes,high,Smithing component for dragon platebody; drop Melee/Slayer.,,
22111,Dragonbone necklace,"Melee,Prayer","Mage,Melee,Prayer,Range",yes,medium,All-style +10 attack neck with defining +12 Prayer (glory-style + Prayer).,,
22159,Adamant heraldic helm,"Construction,Cosmetics,Melee","Cosmetics,Melee",yes,high,Decorative heraldic helm -> Cosmetics + Melee; drop Construction (whole kiteshield/helm family).,,
22209,Extended super antifire(4),"Herblore,Melee,Slayer",Herblore,yes,high,Antifire is not a combat boost -> Herblore only; drop Melee/Slayer.,No,"Antifires and super antifires could be a slayer resource asdragons are often assigned. This is a larger discussion that needs to be had about what is or is not a slayer item, and likely will rework this tab individually."
22227,Bullet arrow,"Misc,Range",Range,yes,high,Barbarian Assault machine ammo -> Range; drop Misc.,,
22254,Willow shield,Fletching,"Fletching,Melee",yes,high,Fletched wooden shield worn as melee defence; add Melee to match family (oak/maple/yew/etc).,,
22296,Staff of light,Mage,"Mage,Melee",yes,medium,"Bladed staff with real melee stats (70 slash, 72 str) + magic -> Mage + Melee (melee NOT incidental).",,
22398,Ivandis flail,"Melee,Quests","Melee,Slayer",yes,medium,Anti-vampyre melee weapon (usable post-quest); +Slayer for vampyre tasks; drop Quests.,,
22433,Emerald sickle (b),"Melee,Quests",Melee,yes,medium,Blessed silver sickle melee variant (usable) -> Melee; drop Quests.,,
22516,Dawnbringer,"Mage,Misc",Mage,yes,high,"Powered staff (Verzik fight, minigame-locked functional) -> Mage; drop Misc.",,
22521,Coin pouch,"Agility + Thieving,Misc",Agility + Thieving,yes,high,Pickpocketing loot output -> Agility + Thieving; drop Misc.,,
22557,Amulet of avarice,"Melee,Slayer","Mage,Melee,Range",yes,medium,Glory-style all-style amulet; anti-revenant boost is salve-like (no Slayer).,,
22671,Kq head (tattered),"Construction,Slayer",Construction,yes,high,Boss-head trophy for POH wall mounting -> Construction; drop Slayer.,,
22795,Dragonfruit pie,"Cooking,Fletching","Cooking,Fletching",no,medium,Skill-boost food: heals + reliable +4 Fletching boost -> Cooking + Fletching. (Cooking-only? per spicy-stew precedent),,
22838,Fish sack,Fishing,Cosmetics,yes,medium,"Fishing-reward cape, negligible defence, no fishing function -> Cosmetics (vs keep in Fishing).",No,This is a gut check- feels wrong to not have it in fishing
22840,Golden tench,"Cosmetics,Fishing",Cosmetics,yes,medium,Rare equipable novelty fish (no real stats) -> Cosmetics; drop Fishing.,No,Same as above
22844,Pearl fly fishing rod,Fishing,"Cosmetics,Fishing",yes,medium,Decorative functional fishing rod -> Fishing + Cosmetics (pearl-rod family).,,
22951,Boots of brimstone,"Range,Slayer","Mage,Range,Slayer",yes,medium,"Slayer-locked range/mage hybrid boots (+5 ranged, +3 magic) -> add Mage.",,
22957,Drake's claw,"Melee,Slayer",Slayer,yes,medium,"Slayer-boss combine-component -> Slayer (grouped, vs inherit finished gear's combat tab).",,
22966,Hydra's claw,"Melee,Slayer",Slayer,yes,medium,Slayer-boss combine-component (makes dragon hunter lance) -> Slayer.,,
22975,Brimstone ring,"Melee,Slayer","Mage,Melee,Range",yes,medium,All-style ring worn generally -> Melee+Range+Mage; drop Slayer.,,
22978,Dragon hunter lance,"Melee,Slayer",Melee,yes,high,Dragonbane spear (general anti-dragon) -> Melee; drop spurious Slayer.,,
22981,Ferocious gloves,"Melee,Slayer",Melee,yes,high,Best-in-slot melee gloves -> Melee; drop spurious Slayer.,,
22986,Bonecrusher necklace,"Melee,Prayer,Slayer","Mage,Melee,Prayer,Range",yes,medium,All-style neck + BiS prayer + auto-bone-crush -> M+R+Mage+Prayer; drop Slayer.,,
22999,Bottled dragonbreath (unpowered),"Melee,Misc",Misc,yes,medium,Dragonfire-shield/ward charge consumable (wiki) -> Misc; drop Melee.,,
23009,Gielinor's flora - flowers,Farming,Misc,yes,high,Readable Farming-lore reference book -> Misc (lore-book rule); whole 7-volume set.,,
23023,Old notes,"Misc,Slayer",Misc,yes,high,Karuulm lore notes -> Misc; drop Slayer.,,
23064,Jar of chemicals,"Construction,Slayer",Misc,yes,high,Jar family -> Misc; drop Construction/Slayer.,,
23083,Brimstone key,"Misc,Slayer",Slayer,yes,medium,Konar slayer-task-locked chest key -> Slayer; drop Misc.,,
23095,Ornate legs,Cosmetics,Cosmetics,no,medium,Crack-the-Clue II prestige armour (iron-tier defence) kept Cosmetics-only (vs Cosmetics+Melee).,,
23122,Oily pearl fishing rod,Fishing,"Cosmetics,Fishing",yes,medium,Decorative (lava) fishing rod -> Fishing + Cosmetics (pearl-rod family).,,
23188,Guthix d'hide shield,"Cosmetics,Range","Cosmetics,Prayer,Range",yes,medium,God-blessed d'hide shield (+1 prayer) -> add Prayer (god-d'hide rule); all 6 god shields.,,
23279,Gilded axe,"Cosmetics,Melee,Woodcutting + Firemaking","Cosmetics,Woodcutting + Firemaking",yes,medium,"Woodcutting axe -> drop Melee (axe melee use incidental, matches pickaxe). Axe family.",,
