id,name,old_tabs,new_tabs,changed,confidence,rationale,approved,comments
30384,"Crystal blessing","Melee,Misc","Mage,Melee,Misc",yes,medium,"Ammo-slot blessing extending crystal-armour bonus to all melee + magic powered weapons; added Mage.",,
30390,"Nature's reprisal","Melee,Misc","Mage,Melee,Misc,Range",yes,medium,"Multi-Style 2h weapon attacking with all three styles; added Mage/Range (also 30392 uncharged).",,
30432,"Echo venator bow ornament kit","Cosmetics,Range","Cosmetics",yes,medium,"Cosmetic recolour kit; dropped functional tab (kit is not the gear; also 30443 Virtus, 30451 Ahrim's).",,
30459,"Raging echoes nexus scroll","Construction,Cosmetics","Cosmetics",yes,medium,"POH cosmetic recolour; dropped Construction (skin, not the build; also 30461 portal, 30560 scrying pool, 30563 spirit tree).",,
30627,"Mystic vigour prayer scroll","Prayer","Mage,Prayer",yes,medium,"Unlocks a Magic prayer (replaces Mystic Might); added Mage to match the deadeye scroll.",,
30628,"Ice element staff crown","Mage,Quests","Mage",yes,medium,"Twinflame magic-staff component; dropped spurious Quests (matches the fire crown).",,
30638,"Giantsoul amulet","Misc,Slayer","Teleports",yes,medium,"Amulet teleporting to Bryophyta/Obor/Royal Titans lairs; teleport device, not slayer gear (also 30637 uncharged).",,
30756,"Oathplate legs","Melee,Mining + Smithing","Melee",yes,medium,"Finished smithed melee armour; dropped Mining + Smithing (finished-gear rule; matches helm/chest).",,
30765,"Oathplate shards","Melee,Mining + Smithing","Mining + Smithing",yes,medium,"Smithing precursor (83 Smithing); dropped Melee (precursor, not worn).",,
30775,"Chasm teleport scroll","Misc","Teleports",yes,high,"Consumable teleport scroll to the Chasm of Fire.",,
30793,"Purifying sigil","Cosmetics,Melee","Cosmetics",yes,medium,"Assembled cosmetic recolour applicator for oathplate; dropped Melee (also pieces 30785/30787/30791).",,
30810,"Contract of glyphic attenuation","Melee,Misc","Misc",yes,medium,"Yama challenge-contract token; dropped spurious combat tab (contract-family normalisation; also 30813/30816/30819/30822/30825).",,
30893,"Jewel of amascut","Melee,Quests","Melee",yes,medium,"ToA jewel upgrading the keris partisan (melee); dropped Quests (ToA-jewel rule).",,
30951,"Key","Misc,Quests","Quests",yes,medium,"The Final Dawn quest key; dropped Misc (quest-key rule).",,
30955,"Arkan blade","Melee,Quests","Melee",yes,medium,"Usable melee sword (The Final Dawn reward); dropped Quests (quest-usable-gear rule).",,
30966,"Ancient teleporter","Misc,Quests","Teleports",yes,medium,"Portable teleporter (post-The Final Dawn); dropped Misc/Quests.",,
30973,"Alan's bones","Prayer,Quests","Prayer",yes,medium,"Buriable bones for Prayer (Scrambled!); dropped Quests (usable post-quest).",,
30983,"Damiana tea","Cooking,Herblore","Cooking",yes,medium,"Milky damiana tea (food/drink); dropped Herblore (tea is not a Herblore product).",,
