id,name,old_tabs,new_tabs,changed,rationale,confidence
21076,"Graceful boots","Agility + Thieving","Agility + Thieving,Cosmetics",yes,"Agility Arena graceful recolour (functional + cosmetic).",medium
21079,"Arcane prayer scroll","Mage,Prayer","Mage,Prayer",no,"Scroll unlocking Augury (magic-boosting prayer) -> Prayer + Mage.",medium
21081,"Opal ring","Crafting","Crafting",no,"Silver-bar + gem jewellery (Crafting).",high
21084,"Jade ring","Crafting","Crafting",no,"Silver-bar + gem jewellery (Crafting).",high
21087,"Topaz ring","Crafting","Crafting",no,"Silver-bar + gem jewellery (Crafting).",high
21090,"Opal necklace","Crafting","Crafting",no,"Silver-bar + gem jewellery (Crafting).",high
21093,"Jade necklace","Crafting","Crafting",no,"Silver-bar + gem jewellery (Crafting).",high
21096,"Topaz necklace","Crafting","Crafting",no,"Silver-bar + gem jewellery (Crafting).",high
21099,"Opal amulet (u)","Crafting","Crafting",no,"Unstrung silver jewellery (Crafting).",high
21102,"Jade amulet (u)","Crafting","Crafting",no,"Unstrung silver jewellery (Crafting).",high
21105,"Topaz amulet (u)","Crafting","Crafting",no,"Unstrung silver jewellery (Crafting).",high
21108,"Opal amulet","Crafting","Crafting",no,"Strung unenchanted silver amulet (Crafting).",high
21111,"Jade amulet","Crafting","Crafting",no,"Strung unenchanted silver amulet (Crafting).",high
21114,"Topaz amulet","Crafting","Crafting",no,"Strung unenchanted silver amulet (Crafting).",high
21117,"Opal bracelet","Crafting","Crafting",no,"Silver-bar + gem jewellery (Crafting).",high
21120,"Jade bracelet","Crafting","Crafting",no,"Silver-bar + gem jewellery (Crafting).",high
21123,"Topaz bracelet","Crafting,Slayer","Crafting",yes,"Unenchanted silver jewellery (Crafting); dropped spurious Slayer.",medium
21126,"Ring of pursuit","Hunter","Hunter",no,"Enchanted opal ring revealing hunter-creature tracks -> Hunter.",high
21129,"Ring of returning(5)","Misc","Teleports",yes,"Enchanted jade ring; teleports to respawn point -> Teleports.",medium
21134,"Ring of returning(3)","Misc","Teleports",yes,"Enchanted jade teleport ring -> Teleports.",medium
21136,"Ring of returning(2)","Misc","Teleports",yes,"Enchanted jade teleport ring -> Teleports.",medium
21138,"Ring of returning(1)","Misc","Teleports",yes,"Enchanted jade teleport ring -> Teleports.",medium
21140,"Efaritay's aid","Melee,Slayer","Melee",yes,"Anti-vampyre combat ring; monster-type bonus, not slayer-task-locked (like salve/demonbane). Dropped Slayer.",medium
21143,"Dodgy necklace","Agility + Thieving","Agility + Thieving",no,"Enchanted opal necklace preventing pickpocket failures -> Agility + Thieving.",high
21146,"Necklace of passage(5)","Misc,Slayer","Teleports",yes,"Enchanted jade necklace; 3-location teleport -> Teleports. Dropped Misc/Slayer.",medium
21151,"Necklace of passage(3)","Misc,Slayer","Teleports",yes,"Enchanted jade teleport necklace -> Teleports. Dropped Misc/Slayer.",medium
21153,"Necklace of passage(2)","Misc,Slayer","Teleports",yes,"Enchanted jade teleport necklace -> Teleports. Dropped Misc/Slayer.",medium
21155,"Necklace of passage(1)","Misc,Slayer","Teleports",yes,"Enchanted jade teleport necklace -> Teleports. Dropped Misc/Slayer.",medium
21157,"Necklace of faith","Prayer","Prayer",no,"Enchanted topaz necklace restoring prayer -> Prayer.",high
21160,"Amulet of bounty","Farming","Farming",no,"Enchanted opal amulet saving allotment seeds -> Farming.",high
21163,"Amulet of chemistry","Herblore","Herblore",no,"Enchanted jade amulet giving extra potion doses -> Herblore.",high
21166,"Burning amulet(5)","Misc,Slayer","Teleports",yes,"Enchanted topaz amulet; wilderness teleports -> Teleports. Dropped Misc/Slayer.",medium
21171,"Burning amulet(3)","Misc,Slayer","Teleports",yes,"Enchanted topaz teleport amulet -> Teleports. Dropped Misc/Slayer.",medium
21173,"Burning amulet(2)","Misc,Slayer","Teleports",yes,"Enchanted topaz teleport amulet -> Teleports. Dropped Misc/Slayer.",medium
21175,"Burning amulet(1)","Misc,Slayer","Teleports",yes,"Enchanted topaz teleport amulet -> Teleports. Dropped Misc/Slayer.",medium
21177,"Expeditious bracelet","Slayer","Slayer",no,"Enchanted opal bracelet (slayer kill counts twice) -> Slayer.",high
21180,"Flamtaer bracelet","Misc","Misc",no,"Enchanted jade bracelet aiding Shades temple-building (minigame) -> Misc.",medium
21183,"Bracelet of slaughter","Slayer","Slayer",no,"Enchanted topaz bracelet (prevents slayer kill-count decrement) -> Slayer.",high
21186,"Fire max cape","Cosmetics","Misc",yes,"Unobtainable fairy-ring animation-render item -> Misc.",medium
21198,"Lava battlestaff","Cosmetics,Mage","Cosmetics,Mage",no,"Lava battlestaff (or): functional mage staff + cosmetic kit -> Mage + Cosmetics.",high
21200,"Mystic lava staff","Cosmetics,Mage","Cosmetics,Mage",no,"Mystic lava staff (or): functional mage staff + cosmetic kit -> Mage + Cosmetics.",high
21202,"Lava staff upgrade kit","Cosmetics,Mage","Cosmetics",yes,"Standalone cosmetic upgrade kit (no stats) -> Cosmetics only. Dropped Mage.",medium
21205,"Elder maul","Melee,Misc","Melee",yes,"LMS minigame-locked 2h melee weapon -> Melee. Dropped Misc.",medium
21208,"Invitation list","Cosmetics","Cosmetics",no,"2017 Birthday event activity item -> Cosmetics.",medium
21209,"Birthday balloons","Cosmetics","Cosmetics",no,"Birthday-event fun weapon (negative stats) -> Cosmetics.",high
21211,"4th birthday hat","Cosmetics","Cosmetics",no,"Birthday-event cosmetic hat.",high
21214,"Easter egg helm","Cosmetics","Cosmetics",no,"Easter-event cosmetic (eggshell outfit).",high
21216,"Fruity easter egg","Cosmetics","Cosmetics",no,"Easter-event item.",high
21217,"Fresh easter egg","Cosmetics","Cosmetics",no,"Easter-event item.",high
21218,"Bitter easter egg","Cosmetics","Cosmetics",no,"Easter-event item.",high
21219,"Earthy easter egg","Cosmetics","Cosmetics",no,"Easter-event item.",high
21220,"Spicy easter egg","Cosmetics","Cosmetics",no,"Easter-event item.",high
21221,"Meaty easter egg","Cosmetics","Cosmetics",no,"Easter-event item.",high
21222,"Salted easter egg","Cosmetics","Cosmetics",no,"Easter-event item.",high
21223,"Rich easter egg","Cosmetics","Cosmetics",no,"Easter-event item.",high
21224,"Fluffy easter egg","Cosmetics","Cosmetics",no,"Easter-event item.",high
21225,"Smoked easter egg","Cosmetics","Cosmetics",no,"Easter-event item.",high
21226,"Fishy easter egg","Cosmetics","Cosmetics",no,"Easter-event item.",high
21227,"Crunchy easter egg","Cosmetics","Cosmetics",no,"Easter-event item.",high
21228,"Fruity chocolate mix","Cosmetics","Cosmetics",no,"Easter-event intermediate.",high
21229,"Fresh chocolate mix","Cosmetics","Cosmetics",no,"Easter-event intermediate.",high
21230,"Bitter chocolate mix","Cosmetics","Cosmetics",no,"Easter-event intermediate.",high
21231,"Earthy chocolate mix","Cosmetics","Cosmetics",no,"Easter-event intermediate.",high
21232,"Spicy chocolate mix","Cosmetics","Cosmetics",no,"Easter-event intermediate.",high
21233,"Meaty chocolate mix","Cosmetics","Cosmetics",no,"Easter-event intermediate.",high
21234,"Salted chocolate mix","Cosmetics","Cosmetics",no,"Easter-event intermediate.",high
21235,"Rich chocolate mix","Cosmetics","Cosmetics",no,"Easter-event intermediate.",high
21236,"Fluffy chocolate mix","Cosmetics","Cosmetics",no,"Easter-event intermediate.",high
21237,"Smoked chocolate mix","Cosmetics","Cosmetics",no,"Easter-event intermediate.",high
21238,"Fishy chocolate mix","Cosmetics","Cosmetics",no,"Easter-event intermediate.",high
