id,name,old_tabs,new_tabs,changed,rationale,confidence
2201,"Half baked crunchy","Cooking","Cooking",no,"A gnome-crunchy cooking intermediate, so Cooking.",high
2202,"Raw crunchies","Cooking","Cooking",no,"A gnome-crunchy cooking intermediate, so Cooking.",high
2203,"Rock-climbing boots","Misc","Misc",no,"An unobtainable Grand Exchange joke item, so Misc.",high
2205,"Worm crunchies","Cooking","Cooking,Melee,Range,Mage,Slayer",yes,"A finished edible gnome food (heals 8), so Cooking plus all four combat tabs.",medium
2207,"Unfinished crunchy","Cooking","Cooking",no,"A gnome-crunchy intermediate, so Cooking.",high
2209,"Chocchip crunchies","Cooking,Melee","Cooking,Melee,Range,Mage,Slayer",yes,"A finished edible gnome food (heals 7), so Cooking plus all four combat tabs.",medium
2211,"Unfinished crunchy","Cooking","Cooking",no,"A gnome-crunchy intermediate, so Cooking.",high
2213,"Spicy crunchies","Cooking","Cooking,Melee,Range,Mage,Slayer",yes,"A finished edible gnome food (heals 7), so Cooking plus all four combat tabs.",medium
2215,"Unfinished crunchy","Cooking","Cooking",no,"A gnome-crunchy intermediate, so Cooking.",high
2217,"Toad crunchies","Cooking,Melee","Cooking,Melee,Range,Mage,Slayer",yes,"A finished edible gnome food (heals 8), so Cooking plus all four combat tabs.",medium
2219,"Premade w'm batta","Cooking,Melee","Cooking,Melee,Range,Mage,Slayer",yes,"A premade finished gnome food, so Cooking plus all four combat tabs.",medium
2221,"Premade t'd batta","Cooking","Cooking,Melee,Range,Mage,Slayer",yes,"A premade finished gnome food, so Cooking plus all four combat tabs.",medium
2223,"Premade c+t batta","Cooking","Cooking,Melee,Range,Mage,Slayer",yes,"A premade finished gnome food, so Cooking plus all four combat tabs.",medium
2225,"Premade fr't batta","Cooking","Cooking,Melee,Range,Mage,Slayer",yes,"A premade finished gnome food, so Cooking plus all four combat tabs.",medium
2227,"Premade veg batta","Cooking","Cooking,Melee,Range,Mage,Slayer",yes,"A premade finished gnome food, so Cooking plus all four combat tabs.",medium
2229,"Premade choc bomb","Cooking","Cooking,Melee,Range,Mage,Slayer",yes,"A premade finished gnome food (heals 15), so Cooking plus all four combat tabs.",medium
2231,"Premade ttl","Cooking","Cooking,Melee,Range,Mage,Slayer",yes,"A premade finished gnome food (tangled toad's legs), so Cooking plus all four combat tabs.",medium
2233,"Premade worm hole","Cooking,Melee","Cooking,Melee,Range,Mage,Slayer",yes,"A premade finished gnome food, so Cooking plus all four combat tabs.",medium
2235,"Premade veg ball","Cooking,Melee","Cooking,Melee,Range,Mage,Slayer",yes,"A premade finished gnome food, so Cooking plus all four combat tabs.",medium
2237,"Premade w'm crun'","Cooking","Cooking,Melee,Range,Mage,Slayer",yes,"A premade finished gnome food, so Cooking plus all four combat tabs.",medium
2239,"Premade ch' crunch","Cooking","Cooking,Melee,Range,Mage,Slayer",yes,"A premade finished gnome food, so Cooking plus all four combat tabs.",medium
2241,"Premade s'y crunch","Cooking","Cooking,Melee,Range,Mage,Slayer",yes,"A premade finished gnome food, so Cooking plus all four combat tabs.",medium
2243,"Premade t'd crunch","Cooking","Cooking,Melee,Range,Mage,Slayer",yes,"A premade finished gnome food, so Cooking plus all four combat tabs.",medium
2245,"Odd batta","Cooking","Cooking",no,"A gnome-cooking failure item, so Cooking.",high
2247,"Burnt batta","Cooking","Cooking",no,"Burnt food, so Cooking only.",high
2249,"Half baked batta","Cooking","Cooking",no,"A gnome-batta cooking intermediate, so Cooking.",high
2250,"Raw batta","Cooking","Cooking",no,"A gnome-batta cooking intermediate, so Cooking.",high
2251,"Unfinished batta","Cooking","Cooking",no,"A gnome-batta intermediate, so Cooking.",high
2253,"Worm batta","Cooking","Cooking,Melee,Range,Mage,Slayer",yes,"A finished edible gnome food (heals 12), so Cooking plus all four combat tabs.",medium
2255,"Toad batta","Cooking","Cooking,Melee,Range,Mage,Slayer",yes,"A finished edible gnome food (heals 12), so Cooking plus all four combat tabs.",medium
2257,"Unfinished batta","Cooking","Cooking",no,"A gnome-batta intermediate, so Cooking.",high
2259,"Cheese+tom batta","Cooking","Cooking,Melee,Range,Mage,Slayer",yes,"A finished edible gnome food (heals 11), so Cooking plus all four combat tabs.",medium
2261,"Unfinished batta","Cooking","Cooking",no,"A gnome-batta intermediate, so Cooking.",high
2277,"Fruit batta","Cooking","Cooking,Melee,Range,Mage,Slayer",yes,"A finished edible gnome food (heals 11), so Cooking plus all four combat tabs.",medium
2279,"Unfinished batta","Cooking","Cooking",no,"A gnome-batta intermediate, so Cooking.",high
2281,"Vegetable batta","Cooking","Cooking,Melee,Range,Mage,Slayer",yes,"A finished edible gnome food (heals 11), so Cooking plus all four combat tabs.",medium
2283,"Pizza base","Cooking","Cooking",no,"A pizza-chain Cooking intermediate, so Cooking.",high
2285,"Incomplete pizza","Cooking","Cooking",no,"A pizza-chain Cooking intermediate, so Cooking.",high
2287,"Uncooked pizza","Cooking","Cooking",no,"A pizza-chain Cooking intermediate, so Cooking.",high
2289,"Plain pizza","Cooking,Melee","Cooking,Melee,Range,Mage,Slayer",yes,"A finished edible food (heals 14), so Cooking plus all four combat tabs.",medium
2293,"Meat pizza","Cooking,Melee","Cooking,Melee,Range,Mage,Slayer",yes,"A finished edible food (heals 16), so Cooking plus all four combat tabs.",medium
2297,"Anchovy pizza","Cooking,Melee","Cooking,Melee,Range,Mage,Slayer",yes,"A finished edible food (heals 18), so Cooking plus all four combat tabs.",medium
2301,"Pineapple pizza","Cooking,Melee","Cooking,Melee,Range,Mage,Slayer",yes,"A finished edible food (heals 22), so Cooking plus all four combat tabs.",medium
2305,"Burnt pizza","Cooking","Cooking",no,"Burnt, inedible food, so Cooking only.",high
2307,"Bread dough","Cooking","Cooking",no,"A Cooking intermediate baked into bread, so Cooking.",high
2309,"Bread","Cooking,Melee","Cooking,Melee,Range,Mage,Slayer",yes,"A finished edible food (heals 5), so Cooking plus all four combat tabs.",medium
2311,"Burnt bread","Cooking","Cooking",no,"Burnt, inedible food, so Cooking only.",high
2313,"Pie dish","Cooking","Cooking",no,"A Cooking baking vessel, so Cooking.",high
2315,"Pie shell","Cooking","Cooking",no,"A pie-chain Cooking intermediate, so Cooking.",high
2317,"Uncooked apple pie","Cooking","Cooking",no,"A pie-chain Cooking intermediate, so Cooking.",high
2319,"Uncooked meat pie","Cooking","Cooking",no,"A pie-chain Cooking intermediate, so Cooking.",high
2321,"Uncooked berry pie","Cooking","Cooking",no,"A pie-chain Cooking intermediate, so Cooking.",high
2323,"Apple pie","Cooking,Melee","Cooking,Melee,Range,Mage,Slayer",yes,"A finished edible food (heals 14), so Cooking plus all four combat tabs.",medium
2325,"Redberry pie","Cooking,Melee","Cooking,Melee,Range,Mage,Slayer",yes,"A finished edible food (heals 10), so Cooking plus all four combat tabs.",medium
2327,"Meat pie","Cooking,Melee","Cooking,Melee,Range,Mage,Slayer",yes,"A finished edible food (heals 12), so Cooking plus all four combat tabs.",medium
2329,"Burnt pie","Cooking","Cooking",no,"Burnt, inedible food, so Cooking only.",high
2337,"Raw oomlie","Cooking","Cooking",no,"A raw food cooked via Cooking, so Cooking.",high
2339,"Palm leaf","Cooking,Quests","Cooking",yes,"A Cooking wrap for the oomlie wrap (Karamja diary), usable outside quests, so Cooking; dropped Quests.",medium
2340,"Palm leaf","Quests","Misc",yes,"A discontinued, unobtainable stackable version, so Misc; dropped Quests.",medium
2341,"Wrapped oomlie","Cooking,Quests","Cooking",yes,"An uncooked Cooking item (oomlie in a palm leaf), usable outside quests, so Cooking; dropped Quests.",medium
2343,"Cooked oomlie wrap","Cooking,Melee","Cooking,Melee,Range,Mage,Slayer",yes,"A cooked edible food (heals 14), so Cooking plus all four combat tabs.",medium
2345,"Burnt oomlie wrap","Cooking","Cooking",no,"Burnt, inedible food, so Cooking only.",high
2347,"Hammer","Construction,Mining + Smithing","Construction,Mining + Smithing",no,"A tool used in Smithing (anvil) and Construction (furniture), so Mining + Smithing and Construction.",high
2349,"Bronze bar","Mining + Smithing","Mining + Smithing",no,"A bar smithed into items (further smithing step), so Mining + Smithing.",high
2351,"Iron bar","Mining + Smithing","Mining + Smithing",no,"A bar smithed into items (further smithing step), so Mining + Smithing.",high
2353,"Steel bar","Mining + Smithing","Mining + Smithing",no,"A bar smithed into items (further smithing step), so Mining + Smithing.",high
2355,"Silver bar","Crafting,Herblore,Mining + Smithing","Crafting,Mining + Smithing",yes,"Smelted (Smithing) and crafted into jewellery/symbols/sickle (Crafting); the Herblore use runs through silver dust (a separate item), so Herblore moves to the dust.",medium
2357,"Gold bar","Crafting,Mining + Smithing","Crafting,Mining + Smithing",no,"Smelted and crafted into jewellery, so Crafting and Mining + Smithing.",high
2359,"Mithril bar","Mining + Smithing","Mining + Smithing",no,"A bar smithed into items (further smithing step), so Mining + Smithing.",high
2361,"Adamantite bar","Mining + Smithing","Mining + Smithing",no,"A bar smithed into items (further smithing step), so Mining + Smithing.",high
2363,"Runite bar","Mining + Smithing","Mining + Smithing",no,"A bar smithed into items (further smithing step), so Mining + Smithing.",high
2365,"'perfect' gold bar","Crafting,Mining + Smithing,Quests","Crafting,Mining + Smithing",yes,"Acts as a normal gold bar for general jewellery crafting, so Crafting and Mining + Smithing; dropped Quests.",medium
2366,"Shield left half","Melee,Mining + Smithing","Mining + Smithing",yes,"A dragon sq shield component combined at an anvil via Smithing, so Mining + Smithing; dropped Melee as the half is not wearable.",medium
2368,"Shield right half","Melee,Mining + Smithing","Mining + Smithing",yes,"A dragon sq shield component combined at an anvil via Smithing, so Mining + Smithing; dropped Melee as the half is not wearable.",medium
2370,"Steel studs","Crafting,Mining + Smithing","Crafting",yes,"Smithed studs consumed by Crafting to make studded armour, so Crafting; dropped Mining + Smithing per the dart-tip precedent.",medium
2372,"Ogre relic","Quests","Quests",no,"A Watchtower quest item, so Quests.",high
2373,"Relic part 1","Quests","Quests",no,"A Watchtower quest item, so Quests.",high
2374,"Relic part 2","Quests","Quests",no,"A Watchtower quest item, so Quests.",high
2375,"Relic part 3","Quests","Quests",no,"A Watchtower quest item, so Quests.",high
2376,"Skavid map","Quests","Quests",no,"A Watchtower quest item, so Quests.",high
2377,"Ogre tooth","Quests","Quests",no,"A Watchtower quest item, so Quests.",high
2378,"Toban's key","Quests","Quests",no,"A Watchtower quest item, so Quests.",high
2379,"Rock cake","Quests","Quests",no,"A Watchtower quest item stolen in Gu'Tanoth, so Quests.",high
2380,"Crystal","Quests","Quests",no,"A Watchtower quest item, so Quests.",high
2384,"Fingernails","Quests","Quests",no,"A Watchtower quest item, so Quests.",high
2385,"Old robe","Quests","Quests",no,"A Watchtower quest red-herring item, so Quests.",high
2386,"Unusual armour","Quests","Quests",no,"A Watchtower quest red-herring item that cannot be worn, so Quests.",high
2387,"Damaged dagger","Quests","Quests",no,"A Watchtower quest red-herring item, so Quests.",high
2388,"Tattered eye patch","Quests","Quests",no,"A Watchtower quest red-herring item that cannot be worn, so Quests.",high
2389,"Vial","Quests","Quests",no,"A Watchtower quest item (jangerberry infusion), so Quests.",high
2390,"Vial","Herblore,Quests","Quests",yes,"A Watchtower quest potion mixture used only in the quest, so Quests; dropped Herblore.",medium
2391,"Ground bat bones","Herblore,Quests","Quests",yes,"Made via Herblore but serves no purpose outside the Watchtower quest, so quest-only; Quests; dropped Herblore.",medium
2393,"Toban's gold","Quests","Quests",no,"A Watchtower quest item, so Quests.",high
2394,"Potion","Quests","Quests",no,"A Watchtower quest item, so Quests.",high
2395,"Magic ogre potion","Quests","Quests",no,"A Watchtower quest item, so Quests.",high
2396,"Spell scroll","Mage,Quests","Mage",yes,"A scroll that teaches the Watchtower Teleport spell, usable after the quest, so Mage; dropped Quests.",medium
2397,"Shaman robe","Quests","Quests",no,"A Watchtower quest item, so Quests.",high
